,verdict,text,part
0,SH-20-02-49042-925,לפני:				כבוד השופט גיא אבנון,בית משפט השלום בנתניה
1,SH-20-02-49042-925,באמצעות תביעות מרכז – שלוחת נתניה,בית משפט השלום בנתניה
102,SH-20-02-49042-925,אלו לא הספיקו כדי להניא את הנאשמת מחזרה על המעשים.,"בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
103,SH-20-02-49042-925,"אם כבר, נהפוך הוא.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
104,SH-20-02-49042-925,"אם בפעם הראשונה נפגשה הנאשמת עם האחר בסמוך למקום מגוריה, זו הפעם היא הגיעה במיוחד לכפר קאסם, שם נפגשה עם שני אנשים, נתונים המלמדים על הגברת התעוזה והיעדר מורא.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
105,SH-20-02-49042-925,"מדיניות הענישה בעבירות סחר בסמים ואספקת סמים היא מחמירה במיוחד, קל וחומר כשמדובר בביצוע המעשים בין כותלי בית הסוהר, בן בנו של קל וחומר עת מדובר במי שביצעה את מעשיה תוך ניצול לרעה של עיסוקה כעורכת דין.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
106,SH-20-02-49042-925,ראו פסקי הדין שלהלן:,"בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
107,SH-20-02-49042-925,"(-) בעניין זלוצבסקי (לעיל) הורשע המבקש בהתאם להודאתו בהחזקת סם שלא לצריכה עצמית, ניסיון לסחר בסם מסוכן וקשירת קשר לפשע, זאת לאחר שניסה להבריח 3.2 גרם סם מסוג הרואין לאסיר בכלא צלמון.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
108,SH-20-02-49042-925,"בית משפט השלום גזר עליו 18 חודשי מאסר בפועל, עליהם הפעיל במצטבר מאסר על-תנאי בן 9 חודשים.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
109,SH-20-02-49042-925,"ערעורו לבית המשפט המחוזי נדחה, וכך גם בקשתו לרשות ערעור, תוך שבית המשפט עמד על חומרת העבירה של החדרת סמים אל בין כותלי בית הסוהר.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
110,SH-20-02-49042-925,"אין בידי לקבל את ההבחנות שביקש לערוך ב""כ הנאשמת אל מול פסקי הדין בעניינם של מאיר זיו, ליאורה ברקו וחיים שטיינברגר.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
111,SH-20-02-49042-925,"מנגד, לא ניתן להתעלם מכך שבענייננו מדובר על מי שהחזיקה כ-5 שנים ברישיון עריכת דין, אשר ביצעה את מעשיה באופן מתוכנן ויזום, והעיקר – פעלה בשתי פעמים נפרדות, בתעוזה בלתי רגילה, תוך הסלמת המעשים, שבעד הראשון שבהם אף קיבלה תמורה (באירוע השני נתפסה בכף).","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
112,SH-20-02-49042-925,"לאחר שנתתי דעתי לשיקולים המנויים בסעיף 40ג(א) וסעיף 40ט לחוק העונשין, לאור הממצאים עליהם עמדתי לעיל ולאחר שבחנתי את מדיניות הענישה הנוהגת, מצאתי לקבוע מתחם ענישה כולל בגין שני האירועים בהם הורשעה הנאשמת, בין 24-12 חודשי מאסר בפועל.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
113,SH-20-02-49042-925,גזירת העונש המתאים לנאשמת,"בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
114,SH-20-02-49042-925,"הנאשמת היא בחורה צעירה, נעדרת הרשעות קודמות, המגיעה מרקע נורמטיבי מובהק, וניכר כי שאפה למצוינות בכל תחום בו עסקה: בלימודים, בצבא ובעבודה.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
115,SH-20-02-49042-925,נתוניה המקצועיים מרשימים ומלמדים על השקעה ומסוגלות.,"בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
116,SH-20-02-49042-925,"מכתבי מעסיקותיה, ובמיוחד מכתבי ההורים, מלמדים כי הצטיינה בעבודתה כגננת, וכי השקיעה מזמנה ומרצה גם מחוץ לשעות העבודה ומעבר למקובל.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
117,SH-20-02-49042-925,העדויות לעונש מלמדות אף הן רבות וטובות על הנאשמת.,"בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
118,SH-20-02-49042-925,"ניכר כי עובר לביצוע העבירות התמודדה הנאשמת עם מצוקה כלכלית ורגשית, זאת כעולה הן מתסקירי המבחן, הן ממוצגי ההגנה לעונש וטיעוני בא כוחה, והן מדבריה של הנאשמת עצמה.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
119,SH-20-02-49042-925,"עוד לזכותה של הנאשמת ראוי לזקוף את שיתוף הפעולה שלה עם גורמי האכיפה, ""נידוב"" פרטים שלא היו ידועים לחוקריה אודות האירוע הראשון, והודייתה במיוחס לה בכתב אישום מתוקן תוך חיסכון בזמן שיפוטי.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
120,SH-20-02-49042-925,"הנאשמת קיבלה אחריות על מעשיה, הביעה חרטה כנה, וניכר כי ההליך המשפטי, כמו גם מוראם של תקופת המעצר הקצרה, ושל העונש הצפוי לה, נתנו בה את אותותיהם.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
121,SH-20-02-49042-925,"קצינת המבחן התרשמה מהנאשמת כמי שאיננה מאופיינת בדפוסים עברייניים, והתרשמותה זו מקובלת עליי.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
122,SH-20-02-49042-925,כן זקפתי לזכותה של הנאשמת את התהליך הטיפולי הממושך בו היא נתונה.,"בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
123,SH-20-02-49042-925,דומה שאין חולק על כך שגזירת עונש מאסר בפועל יקשה מאוד על הנאשמת.,"בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
124,SH-20-02-49042-925,"עם זאת, בניגוד לעמדת שירות המבחן, אינני סבור כי יהיה בכך כדי להוריד למצולות את התהליך הטיפולי-שיקומי שעברה.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
125,SH-20-02-49042-925,"דווקא בהינתן העובדה שמדובר בבחורה נורמטיבית ביסודה, נקל להניח כי תקופת המאסר – גם אם מדובר בחוויה קשה ומאתגרת, לא תדרדר את הנאשמת לעולם העברייני.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
126,SH-20-02-49042-925,"מכלול השיקולים העומדים לזכותה של הנאשמת, בדגש על התהליך השיקומי בו החלה עם שחרורה ממעצר, הביאו אותי למסקנה כי חרף חומרתן של העבירות בהן הורשעה, ניתן להקל במידת מה בעונשה, תוך חריגה לקולה ממתחם הענישה.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
127,SH-20-02-49042-925,"בצד זאת, החריגה תהא מתונה, מבלי לפגוע בעיקרון העל המחייב גזירת עונש מוחשי שיהלום את חומרת מעשיה, ידגיש את הקלון שבהם, וירתיע אותה ושכמותה.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
128,SH-20-02-49042-925,"נשוב ונזכור כי במעשיה פגעה הנאשמת בציבור עורכי הדין בכלל ועורכי הדין הפליליים בפרט, אלו העושים עבודתם נאמנה בייצוג מקצועי של לקוחותיהם, מתייצבים בכל שעה משעות היממה בתחנות המשטרה ובבתי המעצר כדי ליתן ייעוץ, וראויים להכרה כקצינים נאמנים של בית המשפט.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
129,SH-20-02-49042-925,"העונש שייגזר על הנאשמת – יש בו כדי לבטא, בין השאר, את שפל המדרגה אליו הגיעה, ואת התהום הפעורה בין מעשיה לבין האמון שבית המשפט נותן וימשיך לתת בציבור עורכי הדין.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
130,SH-20-02-49042-925,"בית המשפט מחויב להוקיע את מעשיה של הנאשמת, ולהדגיש כי מדובר בחריג שבחריגים הראוי לעונש בהתאם.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
131,SH-20-02-49042-925,"סוף דבר, החלטתי לגזור על הנאשמת את העונשים הבאים:","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
132,SH-20-02-49042-925,10 חודשי מאסר בפועל בניכוי ימי מעצרה (12.2.20 – 19.2.20).,"בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
133,SH-20-02-49042-925,"6 חודשי מאסר אותם לא תרצה הנאשמת אלא אם תעבור תוך שלוש שנים עבירה על פקודת הסמים מסוג פשע, או עבירה על סעיף 52(ב) לפקודת בתי הסוהר.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
134,SH-20-02-49042-925,"קנס בסך 5,000 ₪ או חודש מאסר תמורתו.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
135,SH-20-02-49042-925,"הקנס ישולם ב-10 תשלומים חודשיים שווים ורצופים, החל מיום 10.5.22 ובכל 10 בחודש שלאחריו.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
136,SH-20-02-49042-925,"לא ישולם איזה מהתשלומים במועדו, תעמוד יתרת הקנס לפירעון מידי.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
137,SH-20-02-49042-925,"הנאשמת תיפסל מלקבל ומלהחזיק רישיון נהיגה לתקופה של 6 חודשים, ואולם הנאשמת לא תישא בעונש זה אלא אם תעבור תוך 3 שנים ממועד שחרורה ממאסר עבירה על פקודת הסמים מסוג פשע או עוון.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
138,SH-20-02-49042-925,הסמים יושמדו – לאחר שפסק הדין יהיה חלוט.,"בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
139,SH-20-02-49042-925,5129371זכות ערעור לבית המשפט המחוזי תוך 45 ימים מהיום.,"בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
140,SH-20-02-49042-925,"ניתן היום,  כ""ו אדר ב' תשפ""ב, 29 מרץ 2022, במעמד הצדדים.","בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
141,SH-20-02-49042-925,המזכירות תעביר עותק מגזר הדין לשירות המבחן.,"בשם הנאשמת:		עו""ד אורי בן נתן ועו""ד שיר שם טוב"
