,feature_key,text,extraction,verdict
340,HELD_WAY_WEP,"על פי שירות המבחן, עת התייחס הנאשם לעבירה הנוכחית, הוא לקח אחריות על מעשיו והסביר כי נשא ברכבו אקדח, לא טעון וללא רישיון, נוכח תחושת איום ממשית לחייו ולחיי משפחתו, על רקע סכסוך עם אחרים שחשדו כי היה מעורב ברצח של מקורב אליהם.",['HELD_WAY'],ME-15-12-39071-113
341,STATUS_WEP,"על פי שירות המבחן, עת התייחס הנאשם לעבירה הנוכחית, הוא לקח אחריות על מעשיו והסביר כי נשא ברכבו אקדח, לא טעון וללא רישיון, נוכח תחושת איום ממשית לחייו ולחיי משפחתו, על רקע סכסוך עם אחרים שחשדו כי היה מעורב ברצח של מקורב אליהם.",['STATUS_WEP'],ME-15-12-39071-113
342,TYPE_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",[],ME-16-01-3772-806
343,HELD_WAY_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",['HELD_WAY'],ME-16-01-3772-806
344,AMMU_AMOUNT_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",['AMMO_AMOUNT'],ME-16-01-3772-806
345,STATUS_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",[],ME-16-01-3772-806
346,USE,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",[],ME-16-01-3772-806
347,TYPE_WEP,"הנאשם ומחמד החזיקו בצוותא חדא בתת המקלע המאולתר והמחסנית במטע זיתים במעאוויה, בלא רשות על פי דין להחזקתם, עד ליום 20.12.15, אז נתפס תת המקלע המאולתר על ידי המשטרה, בסמוך לביתו של הנאשם.",['TYPE_WEP'],ME-16-01-3772-806
348,HELD_WAY_WEP,"הנאשם ומחמד החזיקו בצוותא חדא בתת המקלע המאולתר והמחסנית במטע זיתים במעאוויה, בלא רשות על פי דין להחזקתם, עד ליום 20.12.15, אז נתפס תת המקלע המאולתר על ידי המשטרה, בסמוך לביתו של הנאשם.",['HELD_WAY'],ME-16-01-3772-806
349,HELD_WAY_WEP,"לדבריו, הוא ידע שברשותו כלי נשק ורכשם ממנו ואחסנם במטע הזיתים, לצורך תחושת בטחון.",['HELD_WAY'],ME-16-01-3772-806
350,TYPE_WEP,הודגש כי במקרה דנן ירה הנאשם כ-20 כדורים מתת המקלע המאולתר וכן החזיק בו כארבע שנים במקום הסמוך לביתו.,['TYPE_WEP'],ME-16-01-3772-806
351,HELD_WAY_WEP,הודגש כי במקרה דנן ירה הנאשם כ-20 כדורים מתת המקלע המאולתר וכן החזיק בו כארבע שנים במקום הסמוך לביתו.,['HELD_WAY'],ME-16-01-3772-806
352,USE,הודגש כי במקרה דנן ירה הנאשם כ-20 כדורים מתת המקלע המאולתר וכן החזיק בו כארבע שנים במקום הסמוך לביתו.,['USE'],ME-16-01-3772-806
353,TYPE_WEP,"יתרה מכך, הנאשם נשא את תת המקלע המאולתר וירה בו לבדו, וכן החזיקו במקום הסמוך לביתו.",['TYPE_WEP'],ME-16-01-3772-806
354,HELD_WAY_WEP,"יתרה מכך, הנאשם נשא את תת המקלע המאולתר וירה בו לבדו, וכן החזיקו במקום הסמוך לביתו.",['HELD_WAY'],ME-16-01-3772-806
355,USE,"יתרה מכך, הנאשם נשא את תת המקלע המאולתר וירה בו לבדו, וכן החזיקו במקום הסמוך לביתו.",['USE'],ME-16-01-3772-806
356,TYPE_WEP,"מעבר לכך, החל בשנת 2011 החזיק הנאשם, בצוותא עם מוחמד, תת מקלע מאולתר וכן מחסנית וכדורים, במטע זיתים במעאוויה, וזאת עד לסוף שנת 2015, אז נתפסו על ידי המשטרה.",['TYPE_WEP'],ME-16-01-3772-806
357,HELD_WAY_WEP,"מעבר לכך, החל בשנת 2011 החזיק הנאשם, בצוותא עם מוחמד, תת מקלע מאולתר וכן מחסנית וכדורים, במטע זיתים במעאוויה, וזאת עד לסוף שנת 2015, אז נתפסו על ידי המשטרה.",['HELD_WAY'],ME-16-01-3772-806
358,AMMU_AMOUNT_WEP,"מעבר לכך, החל בשנת 2011 החזיק הנאשם, בצוותא עם מוחמד, תת מקלע מאולתר וכן מחסנית וכדורים, במטע זיתים במעאוויה, וזאת עד לסוף שנת 2015, אז נתפסו על ידי המשטרה.",['AMMO_AMOUNT'],ME-16-01-3772-806
359,STATUS_WEP,"מעבר לכך, החל בשנת 2011 החזיק הנאשם, בצוותא עם מוחמד, תת מקלע מאולתר וכן מחסנית וכדורים, במטע זיתים במעאוויה, וזאת עד לסוף שנת 2015, אז נתפסו על ידי המשטרה.",[],ME-16-01-3772-806
360,HELD_WAY_WEP,"יחד עם זאת הנשק והתחמושת הוטמנו סמוך לביתו של הנאשם, במקום בו עשויים היו להתגלות ולהגיע לידיים זרות.",['HELD_WAY'],ME-16-01-3772-806
361,STATUS_WEP,"יחד עם זאת הנשק והתחמושת הוטמנו סמוך לביתו של הנאשם, במקום בו עשויים היו להתגלות ולהגיע לידיים זרות.",[],ME-16-01-3772-806
362,TYPE_WEP,"הנאשם שהיה במתחם הבחין בשוטרים והחל במנוסה מהם, וזאת כשהוא נושא ומחזיק אקדח מסוג FN מספר 74423 ומחסנית עם 13 כדורים 9 מ""מ.",['TYPE_WEP'],ME-15-02-9111-399
363,HELD_WAY_WEP,"הנאשם שהיה במתחם הבחין בשוטרים והחל במנוסה מהם, וזאת כשהוא נושא ומחזיק אקדח מסוג FN מספר 74423 ומחסנית עם 13 כדורים 9 מ""מ.",[],ME-15-02-9111-399
364,AMMU_AMOUNT_WEP,"הנאשם שהיה במתחם הבחין בשוטרים והחל במנוסה מהם, וזאת כשהוא נושא ומחזיק אקדח מסוג FN מספר 74423 ומחסנית עם 13 כדורים 9 מ""מ.",[],ME-15-02-9111-399
365,TYPE_WEP,"במהלך המנוסה מהשוטרים, זרק הנאשם את האקדח והמחסנית ובמעשיו המתוארים לעיל הוא החזיק ונשא  נשק שמסוגל לירות כדור שבכוחו להמית אדם, אביזר לנשק ותחמושת וזאת בלא רשות על פי דין להחזקתם ונשיאתם.",['TYPE_WEP'],ME-15-02-9111-399
366,AMMU_AMOUNT_WEP,"במהלך המנוסה מהשוטרים, זרק הנאשם את האקדח והמחסנית ובמעשיו המתוארים לעיל הוא החזיק ונשא  נשק שמסוגל לירות כדור שבכוחו להמית אדם, אביזר לנשק ותחמושת וזאת בלא רשות על פי דין להחזקתם ונשיאתם.",[],ME-15-02-9111-399
367,STATUS_WEP,"במהלך המנוסה מהשוטרים, זרק הנאשם את האקדח והמחסנית ובמעשיו המתוארים לעיל הוא החזיק ונשא  נשק שמסוגל לירות כדור שבכוחו להמית אדם, אביזר לנשק ותחמושת וזאת בלא רשות על פי דין להחזקתם ונשיאתם.",[],ME-15-02-9111-399
368,TYPE_WEP,"באותה עת הנאשם נשא אקדח חצי אוטומט  מסוג FN, מס""ד 459238 - (להלן: ""האקדח"") ובתוכו מחסנית מתאימה ללא כדורים - (להלן: ""המחסנית""), אשר היו עטופים בסמרטוט בתוך שקית אשפה - (להלן: ""השקית"").",['TYPE_WEP'],ME-15-08-44579-251
369,HELD_WAY_WEP,"באותה עת הנאשם נשא אקדח חצי אוטומט  מסוג FN, מס""ד 459238 - (להלן: ""האקדח"") ובתוכו מחסנית מתאימה ללא כדורים - (להלן: ""המחסנית""), אשר היו עטופים בסמרטוט בתוך שקית אשפה - (להלן: ""השקית"").",[],ME-15-08-44579-251
370,AMMU_AMOUNT_WEP,"באותה עת הנאשם נשא אקדח חצי אוטומט  מסוג FN, מס""ד 459238 - (להלן: ""האקדח"") ובתוכו מחסנית מתאימה ללא כדורים - (להלן: ""המחסנית""), אשר היו עטופים בסמרטוט בתוך שקית אשפה - (להלן: ""השקית"").",[],ME-15-08-44579-251
371,STATUS_WEP,"באותה עת הנאשם נשא אקדח חצי אוטומט  מסוג FN, מס""ד 459238 - (להלן: ""האקדח"") ובתוכו מחסנית מתאימה ללא כדורים - (להלן: ""המחסנית""), אשר היו עטופים בסמרטוט בתוך שקית אשפה - (להלן: ""השקית"").",['STATUS_WEP'],ME-15-08-44579-251
372,TYPE_WEP,"שוטרים שהיו במקום רדפו אחרי הנאשם וג'וודת, שהתפצלו לכיוונים שונים, וכעבור מספר מטרים בשדה חשוף הסמוך לצומת, הנאשם זרק את השקית בה האקדח והמחסנית, המשיך בבריחתו וכעבור מספר דקות הנאשם וג'וודת נתפסו על ידי השוטרים ונעצרו.",['TYPE_WEP'],ME-15-08-44579-251
373,HELD_WAY_WEP,"שוטרים שהיו במקום רדפו אחרי הנאשם וג'וודת, שהתפצלו לכיוונים שונים, וכעבור מספר מטרים בשדה חשוף הסמוך לצומת, הנאשם זרק את השקית בה האקדח והמחסנית, המשיך בבריחתו וכעבור מספר דקות הנאשם וג'וודת נתפסו על ידי השוטרים ונעצרו.",['HELD_WAY'],ME-15-08-44579-251
374,AMMU_AMOUNT_WEP,"שוטרים שהיו במקום רדפו אחרי הנאשם וג'וודת, שהתפצלו לכיוונים שונים, וכעבור מספר מטרים בשדה חשוף הסמוך לצומת, הנאשם זרק את השקית בה האקדח והמחסנית, המשיך בבריחתו וכעבור מספר דקות הנאשם וג'וודת נתפסו על ידי השוטרים ונעצרו.",['AMMO_AMOUNT'],ME-15-08-44579-251
375,STATUS_WEP,"שוטרים שהיו במקום רדפו אחרי הנאשם וג'וודת, שהתפצלו לכיוונים שונים, וכעבור מספר מטרים בשדה חשוף הסמוך לצומת, הנאשם זרק את השקית בה האקדח והמחסנית, המשיך בבריחתו וכעבור מספר דקות הנאשם וג'וודת נתפסו על ידי השוטרים ונעצרו.",[],ME-15-08-44579-251
376,TYPE_WEP,"בדיון מיום 20.12.15, הנאשם הודה בפניי שוב והסביר דבריו בפני שירות המבחן ונטל אחריות על מעשיו, בניגוד למה שמסר בפני שירות המבחן לעניין אי ידיעתו לכך שבשקית שזרק היו אקדח ומחסנית.",['TYPE_WEP'],ME-15-08-44579-251
377,HELD_WAY_WEP,"בדיון מיום 20.12.15, הנאשם הודה בפניי שוב והסביר דבריו בפני שירות המבחן ונטל אחריות על מעשיו, בניגוד למה שמסר בפני שירות המבחן לעניין אי ידיעתו לכך שבשקית שזרק היו אקדח ומחסנית.",['HELD_WAY'],ME-15-08-44579-251
378,AMMU_AMOUNT_WEP,"בדיון מיום 20.12.15, הנאשם הודה בפניי שוב והסביר דבריו בפני שירות המבחן ונטל אחריות על מעשיו, בניגוד למה שמסר בפני שירות המבחן לעניין אי ידיעתו לכך שבשקית שזרק היו אקדח ומחסנית.",['AMMO_AMOUNT'],ME-15-08-44579-251
379,STATUS_WEP,"בדיון מיום 20.12.15, הנאשם הודה בפניי שוב והסביר דבריו בפני שירות המבחן ונטל אחריות על מעשיו, בניגוד למה שמסר בפני שירות המבחן לעניין אי ידיעתו לכך שבשקית שזרק היו אקדח ומחסנית.",[],ME-15-08-44579-251
380,TYPE_WEP,בענייננו הנאשם נשא אקדח חצי אוטומט  מסוג FN ובתוכו מחסנית מתאימה ללא כדורים בעודו נוסע יחד עם אחר על אופנוע בלב עיר.,['TYPE_WEP'],ME-15-08-44579-251
381,HELD_WAY_WEP,בענייננו הנאשם נשא אקדח חצי אוטומט  מסוג FN ובתוכו מחסנית מתאימה ללא כדורים בעודו נוסע יחד עם אחר על אופנוע בלב עיר.,['HELD_WAY'],ME-15-08-44579-251
382,AMMU_AMOUNT_WEP,בענייננו הנאשם נשא אקדח חצי אוטומט  מסוג FN ובתוכו מחסנית מתאימה ללא כדורים בעודו נוסע יחד עם אחר על אופנוע בלב עיר.,['AMMO_AMOUNT'],ME-15-08-44579-251
383,STATUS_WEP,בענייננו הנאשם נשא אקדח חצי אוטומט  מסוג FN ובתוכו מחסנית מתאימה ללא כדורים בעודו נוסע יחד עם אחר על אופנוע בלב עיר.,['STATUS_WEP'],ME-15-08-44579-251
384,TYPE_WEP,"כן יש להביא בחשבון שעל אף שהנאשם נעצר כאשר ברשותו האקדח, זה לא היה טעון, כך שהנזק שהוא יכול היה לגרום באמצעותו במועד בו נתפס הנו כמעט ותיאורטי (בכתב האישום אין כל אזכור כי לנאשם היתה תחמושת לכלי הנשק).",['TYPE_WEP'],ME-15-12-39071-113
385,AMMU_AMOUNT_WEP,"כן יש להביא בחשבון שעל אף שהנאשם נעצר כאשר ברשותו האקדח, זה לא היה טעון, כך שהנזק שהוא יכול היה לגרום באמצעותו במועד בו נתפס הנו כמעט ותיאורטי (בכתב האישום אין כל אזכור כי לנאשם היתה תחמושת לכלי הנשק).",['AMMO_AMOUNT'],ME-15-12-39071-113
386,STATUS_WEP,"כן יש להביא בחשבון שעל אף שהנאשם נעצר כאשר ברשותו האקדח, זה לא היה טעון, כך שהנזק שהוא יכול היה לגרום באמצעותו במועד בו נתפס הנו כמעט ותיאורטי (בכתב האישום אין כל אזכור כי לנאשם היתה תחמושת לכלי הנשק).",['STATUS_WEP'],ME-15-12-39071-113
387,TYPE_WEP,"במהלך שנת 2009, החזיקו הנאשם ומחמד, בצוותא חדא, רובה MP5, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים, בלא רשות על פי דין להחזקתם.",['TYPE_WEP'],ME-16-01-3772-806
388,AMMU_AMOUNT_WEP,"במהלך שנת 2009, החזיקו הנאשם ומחמד, בצוותא חדא, רובה MP5, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים, בלא רשות על פי דין להחזקתם.",['AMMO_AMOUNT'],ME-16-01-3772-806
389,STATUS_WEP,"במהלך שנת 2009, החזיקו הנאשם ומחמד, בצוותא חדא, רובה MP5, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים, בלא רשות על פי דין להחזקתם.",[],ME-16-01-3772-806
390,TYPE_WEP,"בשנת 2011, או בסמוך לה, החזיקו הנאשם ומחמד, בצוותא חדא, בלא רשות על פי דין, תת מקלע מאולתר, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים.",['TYPE_WEP'],ME-16-01-3772-806
391,AMMU_AMOUNT_WEP,"בשנת 2011, או בסמוך לה, החזיקו הנאשם ומחמד, בצוותא חדא, בלא רשות על פי דין, תת מקלע מאולתר, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים.",[],ME-16-01-3772-806
392,STATUS_WEP,"בשנת 2011, או בסמוך לה, החזיקו הנאשם ומחמד, בצוותא חדא, בלא רשות על פי דין, תת מקלע מאולתר, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים.",[],ME-16-01-3772-806
393,TYPE_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",[],ME-16-01-3772-806
394,HELD_WAY_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",['HELD_WAY'],ME-16-01-3772-806
395,AMMU_AMOUNT_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",['AMMO_AMOUNT'],ME-16-01-3772-806
396,STATUS_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",[],ME-16-01-3772-806
397,USE,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",[],ME-16-01-3772-806
398,TYPE_WEP,"לגישת המאשימה, העבירות בהן הורשע הנאשם מצריכות קביעת שני מתחמי ענישה נפרדים, האחד בגין החזקת רובה ה-MP5 והמחסנית, הנע בין 2 ל-4 שנות מאסר בפועל, והשני בגין החזקת תת המקלע המאולתר, הכדורים והמחסנית, הנע בין 2.5 ל-5 שנות מאסר בפועל.",[],ME-16-01-3772-806
399,AMMU_AMOUNT_WEP,"לגישת המאשימה, העבירות בהן הורשע הנאשם מצריכות קביעת שני מתחמי ענישה נפרדים, האחד בגין החזקת רובה ה-MP5 והמחסנית, הנע בין 2 ל-4 שנות מאסר בפועל, והשני בגין החזקת תת המקלע המאולתר, הכדורים והמחסנית, הנע בין 2.5 ל-5 שנות מאסר בפועל.",['AMMO_AMOUNT'],ME-16-01-3772-806
400,STATUS_WEP,"לגישת המאשימה, העבירות בהן הורשע הנאשם מצריכות קביעת שני מתחמי ענישה נפרדים, האחד בגין החזקת רובה ה-MP5 והמחסנית, הנע בין 2 ל-4 שנות מאסר בפועל, והשני בגין החזקת תת המקלע המאולתר, הכדורים והמחסנית, הנע בין 2.5 ל-5 שנות מאסר בפועל.",[],ME-16-01-3772-806
401,TYPE_WEP,"כן ביקשה כי עונש המאסר בגין החזקת הרובה והמחסנית יצטבר באופן חלקי לעונש המאסר בגין החזקת ונשיאת תת המקלע המאולתר, הכדורים והמחסנית.",['TYPE_WEP'],ME-16-01-3772-806
402,AMMU_AMOUNT_WEP,"כן ביקשה כי עונש המאסר בגין החזקת הרובה והמחסנית יצטבר באופן חלקי לעונש המאסר בגין החזקת ונשיאת תת המקלע המאולתר, הכדורים והמחסנית.",[],ME-16-01-3772-806
403,STATUS_WEP,"כן ביקשה כי עונש המאסר בגין החזקת הרובה והמחסנית יצטבר באופן חלקי לעונש המאסר בגין החזקת ונשיאת תת המקלע המאולתר, הכדורים והמחסנית.",[],ME-16-01-3772-806
404,TYPE_WEP,"מעבר לכך, החל בשנת 2011 החזיק הנאשם, בצוותא עם מוחמד, תת מקלע מאולתר וכן מחסנית וכדורים, במטע זיתים במעאוויה, וזאת עד לסוף שנת 2015, אז נתפסו על ידי המשטרה.",['TYPE_WEP'],ME-16-01-3772-806
405,HELD_WAY_WEP,"מעבר לכך, החל בשנת 2011 החזיק הנאשם, בצוותא עם מוחמד, תת מקלע מאולתר וכן מחסנית וכדורים, במטע זיתים במעאוויה, וזאת עד לסוף שנת 2015, אז נתפסו על ידי המשטרה.",['HELD_WAY'],ME-16-01-3772-806
406,AMMU_AMOUNT_WEP,"מעבר לכך, החל בשנת 2011 החזיק הנאשם, בצוותא עם מוחמד, תת מקלע מאולתר וכן מחסנית וכדורים, במטע זיתים במעאוויה, וזאת עד לסוף שנת 2015, אז נתפסו על ידי המשטרה.",['AMMO_AMOUNT'],ME-16-01-3772-806
407,STATUS_WEP,"מעבר לכך, החל בשנת 2011 החזיק הנאשם, בצוותא עם מוחמד, תת מקלע מאולתר וכן מחסנית וכדורים, במטע זיתים במעאוויה, וזאת עד לסוף שנת 2015, אז נתפסו על ידי המשטרה.",[],ME-16-01-3772-806
408,AMMU_AMOUNT_WEP,"בשני המקרים מדובר בנשק התקפי רב עוצמה, המאובזר במחסנית וכדורים, ובכך טמונה החומרה היתרה שבהחזקתו, נשיאתו והובלתו.",['AMMO_AMOUNT'],ME-16-01-3772-806
409,STATUS_WEP,"בשני המקרים מדובר בנשק התקפי רב עוצמה, המאובזר במחסנית וכדורים, ובכך טמונה החומרה היתרה שבהחזקתו, נשיאתו והובלתו.",['STATUS_WEP'],ME-16-01-3772-806
410,TYPE_WEP,זאת עשה הנאשם בלא רשות על פי דין לנשיאתם והחזקתם של האקדח והמחסנית.,['TYPE_WEP'],ME-15-02-9111-399
411,STATUS_WEP,זאת עשה הנאשם בלא רשות על פי דין לנשיאתם והחזקתם של האקדח והמחסנית.,[],ME-15-02-9111-399
412,TYPE_WEP,"במהלך המנוסה מהשוטרים, זרק הנאשם את האקדח והמחסנית ובמעשיו המתוארים לעיל הוא החזיק ונשא  נשק שמסוגל לירות כדור שבכוחו להמית אדם, אביזר לנשק ותחמושת וזאת בלא רשות על פי דין להחזקתם ונשיאתם.",['TYPE_WEP'],ME-15-02-9111-399
413,AMMU_AMOUNT_WEP,"במהלך המנוסה מהשוטרים, זרק הנאשם את האקדח והמחסנית ובמעשיו המתוארים לעיל הוא החזיק ונשא  נשק שמסוגל לירות כדור שבכוחו להמית אדם, אביזר לנשק ותחמושת וזאת בלא רשות על פי דין להחזקתם ונשיאתם.",[],ME-15-02-9111-399
414,STATUS_WEP,"במהלך המנוסה מהשוטרים, זרק הנאשם את האקדח והמחסנית ובמעשיו המתוארים לעיל הוא החזיק ונשא  נשק שמסוגל לירות כדור שבכוחו להמית אדם, אביזר לנשק ותחמושת וזאת בלא רשות על פי דין להחזקתם ונשיאתם.",[],ME-15-02-9111-399
415,TYPE_WEP,"על פי שירות המבחן, עת התייחס הנאשם לעבירה הנוכחית, הוא לקח אחריות על מעשיו והסביר כי נשא ברכבו אקדח, לא טעון וללא רישיון, נוכח תחושת איום ממשית לחייו ולחיי משפחתו, על רקע סכסוך עם אחרים שחשדו כי היה מעורב ברצח של מקורב אליהם.",['TYPE_WEP'],ME-15-12-39071-113
416,HELD_WAY_WEP,"על פי שירות המבחן, עת התייחס הנאשם לעבירה הנוכחית, הוא לקח אחריות על מעשיו והסביר כי נשא ברכבו אקדח, לא טעון וללא רישיון, נוכח תחושת איום ממשית לחייו ולחיי משפחתו, על רקע סכסוך עם אחרים שחשדו כי היה מעורב ברצח של מקורב אליהם.",['HELD_WAY'],ME-15-12-39071-113
417,STATUS_WEP,"על פי שירות המבחן, עת התייחס הנאשם לעבירה הנוכחית, הוא לקח אחריות על מעשיו והסביר כי נשא ברכבו אקדח, לא טעון וללא רישיון, נוכח תחושת איום ממשית לחייו ולחיי משפחתו, על רקע סכסוך עם אחרים שחשדו כי היה מעורב ברצח של מקורב אליהם.",['STATUS_WEP'],ME-15-12-39071-113
418,TYPE_WEP,"עם זאת, בתוך המתחם, לטעם ב""כ המאשימה, מצוי הנאשם ברף התחתון, משום שהאקדח לא היה טעון כאשר נמצא, לנאשם אין עבר רלוונטי, וחלף זמן מאז בוצעה העבירה.",['TYPE_WEP'],ME-15-12-39071-113
419,STATUS_WEP,"עם זאת, בתוך המתחם, לטעם ב""כ המאשימה, מצוי הנאשם ברף התחתון, משום שהאקדח לא היה טעון כאשר נמצא, לנאשם אין עבר רלוונטי, וחלף זמן מאז בוצעה העבירה.",['STATUS_WEP'],ME-15-12-39071-113
420,TYPE_WEP,"כן יש להביא בחשבון שעל אף שהנאשם נעצר כאשר ברשותו האקדח, זה לא היה טעון, כך שהנזק שהוא יכול היה לגרום באמצעותו במועד בו נתפס הנו כמעט ותיאורטי (בכתב האישום אין כל אזכור כי לנאשם היתה תחמושת לכלי הנשק).",['TYPE_WEP'],ME-15-12-39071-113
421,AMMU_AMOUNT_WEP,"כן יש להביא בחשבון שעל אף שהנאשם נעצר כאשר ברשותו האקדח, זה לא היה טעון, כך שהנזק שהוא יכול היה לגרום באמצעותו במועד בו נתפס הנו כמעט ותיאורטי (בכתב האישום אין כל אזכור כי לנאשם היתה תחמושת לכלי הנשק).",['AMMO_AMOUNT'],ME-15-12-39071-113
422,STATUS_WEP,"כן יש להביא בחשבון שעל אף שהנאשם נעצר כאשר ברשותו האקדח, זה לא היה טעון, כך שהנזק שהוא יכול היה לגרום באמצעותו במועד בו נתפס הנו כמעט ותיאורטי (בכתב האישום אין כל אזכור כי לנאשם היתה תחמושת לכלי הנשק).",['STATUS_WEP'],ME-15-12-39071-113
423,TYPE_WEP,"במהלך שנת 2009, החזיקו הנאשם ומחמד, בצוותא חדא, רובה MP5, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים, בלא רשות על פי דין להחזקתם.",['TYPE_WEP'],ME-16-01-3772-806
424,AMMU_AMOUNT_WEP,"במהלך שנת 2009, החזיקו הנאשם ומחמד, בצוותא חדא, רובה MP5, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים, בלא רשות על פי דין להחזקתם.",['AMMO_AMOUNT'],ME-16-01-3772-806
425,STATUS_WEP,"במהלך שנת 2009, החזיקו הנאשם ומחמד, בצוותא חדא, רובה MP5, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים, בלא רשות על פי דין להחזקתם.",[],ME-16-01-3772-806
426,TYPE_WEP,"בשנת 2011, או בסמוך לה, החזיקו הנאשם ומחמד, בצוותא חדא, בלא רשות על פי דין, תת מקלע מאולתר, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים.",['TYPE_WEP'],ME-16-01-3772-806
427,AMMU_AMOUNT_WEP,"בשנת 2011, או בסמוך לה, החזיקו הנאשם ומחמד, בצוותא חדא, בלא רשות על פי דין, תת מקלע מאולתר, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים.",[],ME-16-01-3772-806
428,STATUS_WEP,"בשנת 2011, או בסמוך לה, החזיקו הנאשם ומחמד, בצוותא חדא, בלא רשות על פי דין, תת מקלע מאולתר, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים.",[],ME-16-01-3772-806
429,TYPE_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",[],ME-16-01-3772-806
430,HELD_WAY_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",['HELD_WAY'],ME-16-01-3772-806
431,AMMU_AMOUNT_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",['AMMO_AMOUNT'],ME-16-01-3772-806
432,STATUS_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",[],ME-16-01-3772-806
433,USE,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",[],ME-16-01-3772-806
434,TYPE_WEP,"לגישת המאשימה, העבירות בהן הורשע הנאשם מצריכות קביעת שני מתחמי ענישה נפרדים, האחד בגין החזקת רובה ה-MP5 והמחסנית, הנע בין 2 ל-4 שנות מאסר בפועל, והשני בגין החזקת תת המקלע המאולתר, הכדורים והמחסנית, הנע בין 2.5 ל-5 שנות מאסר בפועל.",[],ME-16-01-3772-806
